# radial position[m]	 axial position[m]	 current[A]
0.3	0.317	20.7585
0.3	-0.317	20.7585
0.3	0.316	14.0268
0.3	-0.316	14.0268
0.3	0.315	6.99316
0.3	-0.315	6.99316
0.3	0.314	-0.313528
0.3	-0.314	-0.313528
0.3	0.313	-7.86123
0.3	-0.313	-7.86123
0.3	0.312	-15.6148
0.3	-0.312	-15.6148
0.3	0.311	-23.5359
0.3	-0.311	-23.5359
0.3	0.31	-31.5837
0.3	-0.31	-31.5837
0.3	0.309	-39.7141
0.3	-0.309	-39.7141
0.3	0.308	-47.881
0.3	-0.308	-47.881
0.3	0.307	-56.0357
0.3	-0.307	-56.0357
0.3	0.306	-64.1277
0.3	-0.306	-64.1277
0.3	0.305	-72.1047
0.3	-0.305	-72.1047
0.3	0.304	-79.913
0.3	-0.304	-79.913
0.3	0.303	-87.4979
0.3	-0.303	-87.4979
0.3	0.302	-94.8043
0.3	-0.302	-94.8043
0.3	0.301	-101.777
0.3	-0.301	-101.777
0.3	0.3	-108.359
0.3	-0.3	-108.359
0.3	0.299	-114.498
0.3	-0.299	-114.498
0.3	0.298	-120.139
0.3	-0.298	-120.139
0.3	0.297	-125.23
0.3	-0.297	-125.23
0.3	0.296	-129.722
0.3	-0.296	-129.722
0.3	0.295	-133.566
0.3	-0.295	-133.566
0.3	0.294	-136.72
0.3	-0.294	-136.72
0.3	0.293	-139.141
0.3	-0.293	-139.141
0.3	0.292	-140.792
0.3	-0.292	-140.792
0.3	0.291	-141.641
0.3	-0.291	-141.641
0.3	0.29	-141.661
0.3	-0.29	-141.661
0.3	0.289	-140.828
0.3	-0.289	-140.828
0.3	0.288	-139.125
0.3	-0.288	-139.125
0.3	0.287	-136.541
0.3	-0.287	-136.541
0.3	0.286	-133.072
0.3	-0.286	-133.072
0.3	0.285	-128.717
0.3	-0.285	-128.717
0.3	0.284	-123.486
0.3	-0.284	-123.486
0.3	0.283	-117.393
0.3	-0.283	-117.393
0.3	0.282	-110.46
0.3	-0.282	-110.46
0.3	0.281	-102.714
0.3	-0.281	-102.714
0.3	0.28	-94.1906
0.3	-0.28	-94.1906
0.3	0.279	-84.9327
0.3	-0.279	-84.9327
0.3	0.278	-74.9882
0.3	-0.278	-74.9882
0.3	0.277	-64.4123
0.3	-0.277	-64.4123
0.3	0.276	-53.2659
0.3	-0.276	-53.2659
0.3	0.275	-41.6159
0.3	-0.275	-41.6159
0.3	0.274	-29.5345
0.3	-0.274	-29.5345
0.3	0.273	-17.0987
0.3	-0.273	-17.0987
0.3	0.272	-4.39011
0.3	-0.272	-4.39011
0.3	0.271	8.50605
0.3	-0.271	8.50605
0.3	0.27	21.5013
0.3	-0.27	21.5013
0.3	0.269	34.5045
0.3	-0.269	34.5045
0.3	0.268	47.4229
0.3	-0.268	47.4229
0.3	0.267	60.1625
0.3	-0.267	60.1625
0.3	0.266	72.629
0.3	-0.266	72.629
0.3	0.265	84.7286
0.3	-0.265	84.7286
0.3	0.264	96.3688
0.3	-0.264	96.3688
0.3	0.263	107.459
0.3	-0.263	107.459
0.3	0.262	117.911
0.3	-0.262	117.911
0.3	0.261	127.642
0.3	-0.261	127.642
0.3	0.26	136.572
0.3	-0.26	136.572
0.3	0.259	144.627
0.3	-0.259	144.627
0.3	0.258	151.738
0.3	-0.258	151.738
0.3	0.257	157.843
0.3	-0.257	157.843
0.3	0.256	162.889
0.3	-0.256	162.889
0.3	0.255	166.828
0.3	-0.255	166.828
0.3	0.254	169.622
0.3	-0.254	169.622
0.3	0.253	171.242
0.3	-0.253	171.242
0.3	0.252	171.668
0.3	-0.252	171.668
0.3	0.251	170.889
0.3	-0.251	170.889
0.3	0.25	168.904
0.3	-0.25	168.904
0.3	0.249	165.722
0.3	-0.249	165.722
0.3	0.248	161.363
0.3	-0.248	161.363
0.3	0.247	155.855
0.3	-0.247	155.855
0.3	0.246	149.237
0.3	-0.246	149.237
0.3	0.245	141.557
0.3	-0.245	141.557
0.3	0.244	132.873
0.3	-0.244	132.873
0.3	0.243	123.251
0.3	-0.243	123.251
0.3	0.242	112.767
0.3	-0.242	112.767
0.3	0.241	101.502
0.3	-0.241	101.502
0.3	0.24	89.5472
0.3	-0.24	89.5472
0.3	0.239	76.9984
0.3	-0.239	76.9984
0.3	0.238	63.9578
0.3	-0.238	63.9578
0.3	0.237	50.5319
0.3	-0.237	50.5319
0.3	0.236	36.8316
0.3	-0.236	36.8316
0.3	0.235	22.9703
0.3	-0.235	22.9703
0.3	0.234	9.06373
0.3	-0.234	9.06373
0.3	0.233	-4.77166
0.3	-0.233	-4.77166
0.3	0.232	-18.4195
0.3	-0.232	-18.4195
0.3	0.231	-31.7644
0.3	-0.231	-31.7644
0.3	0.23	-44.6935
0.3	-0.23	-44.6935
0.3	0.229	-57.0969
0.3	-0.229	-57.0969
0.3	0.228	-68.869
0.3	-0.228	-68.869
0.3	0.227	-79.9095
0.3	-0.227	-79.9095
0.3	0.226	-90.1243
0.3	-0.226	-90.1243
0.3	0.225	-99.4262
0.3	-0.225	-99.4262
0.3	0.224	-107.736
0.3	-0.224	-107.736
0.3	0.223	-114.984
0.3	-0.223	-114.984
0.3	0.222	-121.108
0.3	-0.222	-121.108
0.3	0.221	-126.057
0.3	-0.221	-126.057
0.3	0.22	-129.79
0.3	-0.22	-129.79
0.3	0.219	-132.279
0.3	-0.219	-132.279
0.3	0.218	-133.504
0.3	-0.218	-133.504
0.3	0.217	-133.458
0.3	-0.217	-133.458
0.3	0.216	-132.145
0.3	-0.216	-132.145
0.3	0.215	-129.582
0.3	-0.215	-129.582
0.3	0.214	-125.797
0.3	-0.214	-125.797
0.3	0.213	-120.827
0.3	-0.213	-120.827
0.3	0.212	-114.722
0.3	-0.212	-114.722
0.3	0.211	-107.543
0.3	-0.211	-107.543
0.3	0.21	-99.3593
0.3	-0.21	-99.3593
0.3	0.209	-90.2501
0.3	-0.209	-90.2501
0.3	0.208	-80.3033
0.3	-0.208	-80.3033
0.3	0.207	-69.6144
0.3	-0.207	-69.6144
0.3	0.206	-58.2859
0.3	-0.206	-58.2859
0.3	0.205	-46.4262
0.3	-0.205	-46.4262
0.3	0.204	-34.1485
0.3	-0.204	-34.1485
0.3	0.203	-21.5698
0.3	-0.203	-21.5698
0.3	0.202	-8.80986
0.3	-0.202	-8.80986
0.3	0.201	4.00994
0.3	-0.201	4.00994
0.3	0.2	16.7679
0.3	-0.2	16.7679
0.3	0.199	29.3429
0.3	-0.199	29.3429
0.3	0.198	41.6161
0.3	-0.198	41.6161
0.3	0.197	53.4713
0.3	-0.197	53.4713
0.3	0.196	64.7968
0.3	-0.196	64.7968
0.3	0.195	75.4859
0.3	-0.195	75.4859
0.3	0.194	85.4385
0.3	-0.194	85.4385
0.3	0.193	94.5614
0.3	-0.193	94.5614
0.3	0.192	102.77
0.3	-0.192	102.77
0.3	0.191	109.988
0.3	-0.191	109.988
0.3	0.19	116.15
0.3	-0.19	116.15
0.3	0.189	121.2
0.3	-0.189	121.2
0.3	0.188	125.093
0.3	-0.188	125.093
0.3	0.187	127.796
0.3	-0.187	127.796
0.3	0.186	129.288
0.3	-0.186	129.288
0.3	0.185	129.557
0.3	-0.185	129.557
0.3	0.184	128.607
0.3	-0.184	128.607
0.3	0.183	126.452
0.3	-0.183	126.452
0.3	0.182	123.117
0.3	-0.182	123.117
0.3	0.181	118.641
0.3	-0.181	118.641
0.3	0.18	113.071
0.3	-0.18	113.071
0.3	0.179	106.468
0.3	-0.179	106.468
0.3	0.178	98.9014
0.3	-0.178	98.9014
0.3	0.177	90.4497
0.3	-0.177	90.4497
0.3	0.176	81.2007
0.3	-0.176	81.2007
0.3	0.175	71.2499
0.3	-0.175	71.2499
0.3	0.174	60.6995
0.3	-0.174	60.6995
0.3	0.173	49.6574
0.3	-0.173	49.6574
0.3	0.172	38.2364
0.3	-0.172	38.2364
0.3	0.171	26.5527
0.3	-0.171	26.5527
0.3	0.17	14.7249
0.3	-0.17	14.7249
0.3	0.169	2.873
0.3	-0.169	2.873
0.3	0.168	-8.88314
0.3	-0.168	-8.88314
0.3	0.167	-20.4248
0.3	-0.167	-20.4248
0.3	0.166	-31.6356
0.3	-0.166	-31.6356
0.3	0.165	-42.4028
0.3	-0.165	-42.4028
0.3	0.164	-52.6183
0.3	-0.164	-52.6183
0.3	0.163	-62.1796
0.3	-0.163	-62.1796
0.3	0.162	-70.9913
0.3	-0.162	-70.9913
0.3	0.161	-78.9655
0.3	-0.161	-78.9655
0.3	0.16	-86.023
0.3	-0.16	-86.023
0.3	0.159	-92.0941
0.3	-0.159	-92.0941
0.3	0.158	-97.1191
0.3	-0.158	-97.1191
0.3	0.157	-101.049
0.3	-0.157	-101.049
0.3	0.156	-103.846
0.3	-0.156	-103.846
0.3	0.155	-105.485
0.3	-0.155	-105.485
0.3	0.154	-105.95
0.3	-0.154	-105.95
0.3	0.153	-105.24
0.3	-0.153	-105.24
0.3	0.152	-103.365
0.3	-0.152	-103.365
0.3	0.151	-100.345
0.3	-0.151	-100.345
0.3	0.15	-96.2146
0.3	-0.15	-96.2146
0.3	0.149	-91.0179
0.3	-0.149	-91.0179
0.3	0.148	-84.8105
0.3	-0.148	-84.8105
0.3	0.147	-77.6581
0.3	-0.147	-77.6581
0.3	0.146	-69.6361
0.3	-0.146	-69.6361
0.3	0.145	-60.8287
0.3	-0.145	-60.8287
0.3	0.144	-51.328
0.3	-0.144	-51.328
0.3	0.143	-41.2334
0.3	-0.143	-41.2334
0.3	0.142	-30.65
0.3	-0.142	-30.65
0.3	0.141	-19.688
0.3	-0.141	-19.688
0.3	0.14	-8.46157
0.3	-0.14	-8.46157
0.3	0.139	2.91281
0.3	-0.139	2.91281
0.3	0.138	14.317
0.3	-0.138	14.317
0.3	0.137	25.6326
0.3	-0.137	25.6326
0.3	0.136	36.7423
0.3	-0.136	36.7423
0.3	0.135	47.5308
0.3	-0.135	47.5308
0.3	0.134	57.8864
0.3	-0.134	57.8864
0.3	0.133	67.7017
0.3	-0.133	67.7017
0.3	0.132	76.8748
0.3	-0.132	76.8748
0.3	0.131	85.3107
0.3	-0.131	85.3107
0.3	0.13	92.9219
0.3	-0.13	92.9219
0.3	0.129	99.6294
0.3	-0.129	99.6294
0.3	0.128	105.363
0.3	-0.128	105.363
0.3	0.127	110.065
0.3	-0.127	110.065
0.3	0.126	113.684
0.3	-0.126	113.684
0.3	0.125	116.183
0.3	-0.125	116.183
0.3	0.124	117.536
0.3	-0.124	117.536
0.3	0.123	117.729
0.3	-0.123	117.729
0.3	0.122	116.758
0.3	-0.122	116.758
0.3	0.121	114.634
0.3	-0.121	114.634
0.3	0.12	111.378
0.3	-0.12	111.378
0.3	0.119	107.022
0.3	-0.119	107.022
0.3	0.118	101.612
0.3	-0.118	101.612
0.3	0.117	95.2018
0.3	-0.117	95.2018
0.3	0.116	87.8578
0.3	-0.116	87.8578
0.3	0.115	79.655
0.3	-0.115	79.655
0.3	0.114	70.6775
0.3	-0.114	70.6775
0.3	0.113	61.0174
0.3	-0.113	61.0174
0.3	0.112	50.774
0.3	-0.112	50.774
0.3	0.111	40.0524
0.3	-0.111	40.0524
0.3	0.11	28.963
0.3	-0.11	28.963
0.3	0.109	17.6197
0.3	-0.109	17.6197
0.3	0.108	6.13931
0.3	-0.108	6.13931
0.3	0.107	-5.35989
0.3	-0.107	-5.35989
0.3	0.106	-16.7594
0.3	-0.106	-16.7594
0.3	0.105	-27.9417
0.3	-0.105	-27.9417
0.3	0.104	-38.7913
0.3	-0.104	-38.7913
0.3	0.103	-49.1961
0.3	-0.103	-49.1961
0.3	0.102	-59.0485
0.3	-0.102	-59.0485
0.3	0.101	-68.2465
0.3	-0.101	-68.2465
0.3	0.1	-76.6947
0.3	-0.1	-76.6947
0.3	0.099	-84.3053
0.3	-0.099	-84.3053
0.3	0.098	-90.9989
0.3	-0.098	-90.9989
0.3	0.097	-96.7055
0.3	-0.097	-96.7055
0.3	0.096	-101.365
0.3	-0.096	-101.365
0.3	0.095	-104.929
0.3	-0.095	-104.929
0.3	0.094	-107.358
0.3	-0.094	-107.358
0.3	0.093	-108.626
0.3	-0.093	-108.626
0.3	0.092	-108.719
0.3	-0.092	-108.719
0.3	0.091	-107.632
0.3	-0.091	-107.632
0.3	0.09	-105.376
0.3	-0.09	-105.376
0.3	0.089	-101.972
0.3	-0.089	-101.972
0.3	0.088	-97.4515
0.3	-0.088	-97.4515
0.3	0.087	-91.8595
0.3	-0.087	-91.8595
0.3	0.086	-85.2506
0.3	-0.086	-85.2506
0.3	0.085	-77.6902
0.3	-0.085	-77.6902
0.3	0.084	-69.2531
0.3	-0.084	-69.2531
0.3	0.083	-60.0231
0.3	-0.083	-60.0231
0.3	0.082	-50.0922
0.3	-0.082	-50.0922
0.3	0.081	-39.5591
0.3	-0.081	-39.5591
0.3	0.08	-28.529
0.3	-0.08	-28.529
0.3	0.079	-17.1118
0.3	-0.079	-17.1118
0.3	0.078	-5.4215
0.3	-0.078	-5.4215
0.3	0.077	6.42538
0.3	-0.077	6.42538
0.3	0.076	18.3107
0.3	-0.076	18.3107
0.3	0.075	30.1159
0.3	-0.075	30.1159
0.3	0.074	41.7235
0.3	-0.074	41.7235
0.3	0.073	53.0179
0.3	-0.073	53.0179
0.3	0.072	63.8869
0.3	-0.072	63.8869
0.3	0.071	74.2227
0.3	-0.071	74.2227
0.3	0.07	83.9229
0.3	-0.07	83.9229
0.3	0.069	92.8915
0.3	-0.069	92.8915
0.3	0.068	101.04
0.3	-0.068	101.04
0.3	0.067	108.289
0.3	-0.067	108.289
0.3	0.066	114.568
0.3	-0.066	114.568
0.3	0.065	119.815
0.3	-0.065	119.815
0.3	0.064	123.979
0.3	-0.064	123.979
0.3	0.063	127.023
0.3	-0.063	127.023
0.3	0.062	128.917
0.3	-0.062	128.917
0.3	0.061	129.645
0.3	-0.061	129.645
0.3	0.06	129.202
0.3	-0.06	129.202
0.3	0.059	127.596
0.3	-0.059	127.596
0.3	0.058	124.846
0.3	-0.058	124.846
0.3	0.057	120.981
0.3	-0.057	120.981
0.3	0.056	116.043
0.3	-0.056	116.043
0.3	0.055	110.085
0.3	-0.055	110.085
0.3	0.054	103.168
0.3	-0.054	103.168
0.3	0.053	95.3647
0.3	-0.053	95.3647
0.3	0.052	86.7552
0.3	-0.052	86.7552
0.3	0.051	77.4279
0.3	-0.051	77.4279
0.3	0.05	67.4779
0.3	-0.05	67.4779
0.3	0.049	57.0065
0.3	-0.049	57.0065
0.3	0.048	46.1198
0.3	-0.048	46.1198
0.3	0.047	34.9274
0.3	-0.047	34.9274
0.3	0.046	23.5419
0.3	-0.046	23.5419
0.3	0.045	12.0772
0.3	-0.045	12.0772
0.3	0.044	0.647227
0.3	-0.044	0.647227
0.3	0.043	-10.6346
0.3	-0.043	-10.6346
0.3	0.042	-21.6572
0.3	-0.042	-21.6572
0.3	0.041	-32.3127
0.3	-0.041	-32.3127
0.3	0.04	-42.4974
0.3	-0.04	-42.4974
0.3	0.039	-52.1131
0.3	-0.039	-52.1131
0.3	0.038	-61.0682
0.3	-0.038	-61.0682
0.3	0.037	-69.278
0.3	-0.037	-69.278
0.3	0.036	-76.6664
0.3	-0.036	-76.6664
0.3	0.035	-83.1661
0.3	-0.035	-83.1661
0.3	0.034	-88.7193
0.3	-0.034	-88.7193
0.3	0.033	-93.2785
0.3	-0.033	-93.2785
0.3	0.032	-96.8071
0.3	-0.032	-96.8071
0.3	0.031	-99.2791
0.3	-0.031	-99.2791
0.3	0.03	-100.68
0.3	-0.03	-100.68
0.3	0.029	-101.007
0.3	-0.029	-101.007
0.3	0.028	-100.267
0.3	-0.028	-100.267
0.3	0.027	-98.4811
0.3	-0.027	-98.4811
0.3	0.026	-95.6786
0.3	-0.026	-95.6786
0.3	0.025	-91.9008
0.3	-0.025	-91.9008
0.3	0.024	-87.1989
0.3	-0.024	-87.1989
0.3	0.023	-81.6337
0.3	-0.023	-81.6337
0.3	0.022	-75.2748
0.3	-0.022	-75.2748
0.3	0.021	-68.2001
0.3	-0.021	-68.2001
0.3	0.02	-60.4947
0.3	-0.02	-60.4947
0.3	0.019	-52.2501
0.3	-0.019	-52.2501
0.3	0.018	-43.5632
0.3	-0.018	-43.5632
0.3	0.017	-34.5353
0.3	-0.017	-34.5353
0.3	0.016	-25.2706
0.3	-0.016	-25.2706
0.3	0.015	-15.8758
0.3	-0.015	-15.8758
0.3	0.014	-6.45828
0.3	-0.014	-6.45828
0.3	0.013	2.87462
0.3	-0.013	2.87462
0.3	0.012	12.017
0.3	-0.012	12.017
0.3	0.011	20.8654
0.3	-0.011	20.8654
0.3	0.01	29.32
0.3	-0.01	29.32
0.3	0.009	37.2856
0.3	-0.009	37.2856
0.3	0.008	44.6727
0.3	-0.008	44.6727
0.3	0.007	51.3986
0.3	-0.007	51.3986
0.3	0.006	57.3878
0.3	-0.006	57.3878
0.3	0.005	62.5733
0.3	-0.005	62.5733
0.3	0.004	66.8973
0.3	-0.004	66.8973
0.3	0.003	70.3115
0.3	-0.003	70.3115
0.3	0.002	72.7778
0.3	-0.002	72.7778
0.3	0.001	74.2686
0.3	-0.001	74.2686
0.3	0	74.7674
