# radial position[m]	 axial position[m]	 current[A]
0.3	0.317	-0.840334
0.3	-0.317	-0.840334
0.3	0.316	-1.34984
0.3	-0.316	-1.34984
0.3	0.315	-1.86499
0.3	-0.315	-1.86499
0.3	0.314	-2.38305
0.3	-0.314	-2.38305
0.3	0.313	-2.90117
0.3	-0.313	-2.90117
0.3	0.312	-3.41638
0.3	-0.312	-3.41638
0.3	0.311	-3.92565
0.3	-0.311	-3.92565
0.3	0.31	-4.42584
0.3	-0.31	-4.42584
0.3	0.309	-4.91378
0.3	-0.309	-4.91378
0.3	0.308	-5.38627
0.3	-0.308	-5.38627
0.3	0.307	-5.84008
0.3	-0.307	-5.84008
0.3	0.306	-6.27202
0.3	-0.306	-6.27202
0.3	0.305	-6.67892
0.3	-0.305	-6.67892
0.3	0.304	-7.05767
0.3	-0.304	-7.05767
0.3	0.303	-7.40526
0.3	-0.303	-7.40526
0.3	0.302	-7.71879
0.3	-0.302	-7.71879
0.3	0.301	-7.99549
0.3	-0.301	-7.99549
0.3	0.3	-8.23275
0.3	-0.3	-8.23275
0.3	0.299	-8.42817
0.3	-0.299	-8.42817
0.3	0.298	-8.57954
0.3	-0.298	-8.57954
0.3	0.297	-8.68489
0.3	-0.297	-8.68489
0.3	0.296	-8.74251
0.3	-0.296	-8.74251
0.3	0.295	-8.75097
0.3	-0.295	-8.75097
0.3	0.294	-8.70913
0.3	-0.294	-8.70913
0.3	0.293	-8.61617
0.3	-0.293	-8.61617
0.3	0.292	-8.4716
0.3	-0.292	-8.4716
0.3	0.291	-8.27528
0.3	-0.291	-8.27528
0.3	0.29	-8.0274
0.3	-0.29	-8.0274
0.3	0.289	-7.72854
0.3	-0.289	-7.72854
0.3	0.288	-7.37965
0.3	-0.288	-7.37965
0.3	0.287	-6.98202
0.3	-0.287	-6.98202
0.3	0.286	-6.53735
0.3	-0.286	-6.53735
0.3	0.285	-6.04768
0.3	-0.285	-6.04768
0.3	0.284	-5.51543
0.3	-0.284	-5.51543
0.3	0.283	-4.94336
0.3	-0.283	-4.94336
0.3	0.282	-4.33458
0.3	-0.282	-4.33458
0.3	0.281	-3.69253
0.3	-0.281	-3.69253
0.3	0.28	-3.02094
0.3	-0.28	-3.02094
0.3	0.279	-2.32383
0.3	-0.279	-2.32383
0.3	0.278	-1.60551
0.3	-0.278	-1.60551
0.3	0.277	-0.870473
0.3	-0.277	-0.870473
0.3	0.276	-0.123461
0.3	-0.276	-0.123461
0.3	0.275	0.630631
0.3	-0.275	0.630631
0.3	0.274	1.38677
0.3	-0.274	1.38677
0.3	0.273	2.13981
0.3	-0.273	2.13981
0.3	0.272	2.88454
0.3	-0.272	2.88454
0.3	0.271	3.61574
0.3	-0.271	3.61574
0.3	0.27	4.32819
0.3	-0.27	4.32819
0.3	0.269	5.01672
0.3	-0.269	5.01672
0.3	0.268	5.67627
0.3	-0.268	5.67627
0.3	0.267	6.30189
0.3	-0.267	6.30189
0.3	0.266	6.88884
0.3	-0.266	6.88884
0.3	0.265	7.43258
0.3	-0.265	7.43258
0.3	0.264	7.92882
0.3	-0.264	7.92882
0.3	0.263	8.37357
0.3	-0.263	8.37357
0.3	0.262	8.76319
0.3	-0.262	8.76319
0.3	0.261	9.09437
0.3	-0.261	9.09437
0.3	0.26	9.36421
0.3	-0.26	9.36421
0.3	0.259	9.57026
0.3	-0.259	9.57026
0.3	0.258	9.71048
0.3	-0.258	9.71048
0.3	0.257	9.78334
0.3	-0.257	9.78334
0.3	0.256	9.78777
0.3	-0.256	9.78777
0.3	0.255	9.72324
0.3	-0.255	9.72324
0.3	0.254	9.58972
0.3	-0.254	9.58972
0.3	0.253	9.38771
0.3	-0.253	9.38771
0.3	0.252	9.11827
0.3	-0.252	9.11827
0.3	0.251	8.78295
0.3	-0.251	8.78295
0.3	0.25	8.38385
0.3	-0.25	8.38385
0.3	0.249	7.92358
0.3	-0.249	7.92358
0.3	0.248	7.40526
0.3	-0.248	7.40526
0.3	0.247	6.83249
0.3	-0.247	6.83249
0.3	0.246	6.20932
0.3	-0.246	6.20932
0.3	0.245	5.54026
0.3	-0.245	5.54026
0.3	0.244	4.83022
0.3	-0.244	4.83022
0.3	0.243	4.08446
0.3	-0.243	4.08446
0.3	0.242	3.30859
0.3	-0.242	3.30859
0.3	0.241	2.50853
0.3	-0.241	2.50853
0.3	0.24	1.69041
0.3	-0.24	1.69041
0.3	0.239	0.860609
0.3	-0.239	0.860609
0.3	0.238	0.025626
0.3	-0.238	0.025626
0.3	0.237	-0.807918
0.3	-0.237	-0.807918
0.3	0.236	-1.63335
0.3	-0.236	-1.63335
0.3	0.235	-2.444
0.3	-0.235	-2.444
0.3	0.234	-3.23326
0.3	-0.234	-3.23326
0.3	0.233	-3.9946
0.3	-0.233	-3.9946
0.3	0.232	-4.72167
0.3	-0.232	-4.72167
0.3	0.231	-5.40834
0.3	-0.231	-5.40834
0.3	0.23	-6.04872
0.3	-0.23	-6.04872
0.3	0.229	-6.63726
0.3	-0.229	-6.63726
0.3	0.228	-7.16875
0.3	-0.228	-7.16875
0.3	0.227	-7.6384
0.3	-0.227	-7.6384
0.3	0.226	-8.04186
0.3	-0.226	-8.04186
0.3	0.225	-8.37527
0.3	-0.225	-8.37527
0.3	0.224	-8.63531
0.3	-0.224	-8.63531
0.3	0.223	-8.81919
0.3	-0.223	-8.81919
0.3	0.222	-8.92473
0.3	-0.222	-8.92473
0.3	0.221	-8.95034
0.3	-0.221	-8.95034
0.3	0.22	-8.89507
0.3	-0.22	-8.89507
0.3	0.219	-8.7586
0.3	-0.219	-8.7586
0.3	0.218	-8.54127
0.3	-0.218	-8.54127
0.3	0.217	-8.24405
0.3	-0.217	-8.24405
0.3	0.216	-7.86858
0.3	-0.216	-7.86858
0.3	0.215	-7.41715
0.3	-0.215	-7.41715
0.3	0.214	-6.89265
0.3	-0.214	-6.89265
0.3	0.213	-6.29861
0.3	-0.213	-6.29861
0.3	0.212	-5.63914
0.3	-0.212	-5.63914
0.3	0.211	-4.91892
0.3	-0.211	-4.91892
0.3	0.21	-4.14315
0.3	-0.21	-4.14315
0.3	0.209	-3.31752
0.3	-0.209	-3.31752
0.3	0.208	-2.44819
0.3	-0.208	-2.44819
0.3	0.207	-1.54172
0.3	-0.207	-1.54172
0.3	0.206	-0.605011
0.3	-0.206	-0.605011
0.3	0.205	0.354717
0.3	-0.205	0.354717
0.3	0.204	1.33
0.3	-0.204	1.33
0.3	0.203	2.31317
0.3	-0.203	2.31317
0.3	0.202	3.29645
0.3	-0.202	3.29645
0.3	0.201	4.27198
0.3	-0.201	4.27198
0.3	0.2	5.23189
0.3	-0.2	5.23189
0.3	0.199	6.16838
0.3	-0.199	6.16838
0.3	0.198	7.07374
0.3	-0.198	7.07374
0.3	0.197	7.94049
0.3	-0.197	7.94049
0.3	0.196	8.76134
0.3	-0.196	8.76134
0.3	0.195	9.52935
0.3	-0.195	9.52935
0.3	0.194	10.2379
0.3	-0.194	10.2379
0.3	0.193	10.8809
0.3	-0.193	10.8809
0.3	0.192	11.4525
0.3	-0.192	11.4525
0.3	0.191	11.9476
0.3	-0.191	11.9476
0.3	0.19	12.3616
0.3	-0.19	12.3616
0.3	0.189	12.6904
0.3	-0.189	12.6904
0.3	0.188	12.9308
0.3	-0.188	12.9308
0.3	0.187	13.08
0.3	-0.187	13.08
0.3	0.186	13.1361
0.3	-0.186	13.1361
0.3	0.185	13.0978
0.3	-0.185	13.0978
0.3	0.184	12.9647
0.3	-0.184	12.9647
0.3	0.183	12.737
0.3	-0.183	12.737
0.3	0.182	12.4156
0.3	-0.182	12.4156
0.3	0.181	12.0025
0.3	-0.181	12.0025
0.3	0.18	11.5001
0.3	-0.18	11.5001
0.3	0.179	10.9118
0.3	-0.179	10.9118
0.3	0.178	10.2414
0.3	-0.178	10.2414
0.3	0.177	9.49361
0.3	-0.177	9.49361
0.3	0.176	8.67388
0.3	-0.176	8.67388
0.3	0.175	7.7881
0.3	-0.175	7.7881
0.3	0.174	6.84283
0.3	-0.174	6.84283
0.3	0.173	5.84514
0.3	-0.173	5.84514
0.3	0.172	4.8026
0.3	-0.172	4.8026
0.3	0.171	3.72318
0.3	-0.171	3.72318
0.3	0.17	2.61526
0.3	-0.17	2.61526
0.3	0.169	1.48747
0.3	-0.169	1.48747
0.3	0.168	0.348721
0.3	-0.168	0.348721
0.3	0.167	-0.791921
0.3	-0.167	-0.791921
0.3	0.166	-1.92529
0.3	-0.166	-1.92529
0.3	0.165	-3.04221
0.3	-0.165	-3.04221
0.3	0.164	-4.13351
0.3	-0.164	-4.13351
0.3	0.163	-5.19018
0.3	-0.163	-5.19018
0.3	0.162	-6.20338
0.3	-0.162	-6.20338
0.3	0.161	-7.16453
0.3	-0.161	-7.16453
0.3	0.16	-8.0654
0.3	-0.16	-8.0654
0.3	0.159	-8.89813
0.3	-0.159	-8.89813
0.3	0.158	-9.65536
0.3	-0.158	-9.65536
0.3	0.157	-10.3302
0.3	-0.157	-10.3302
0.3	0.156	-10.9165
0.3	-0.156	-10.9165
0.3	0.155	-11.4085
0.3	-0.155	-11.4085
0.3	0.154	-11.8014
0.3	-0.154	-11.8014
0.3	0.153	-12.0909
0.3	-0.153	-12.0909
0.3	0.152	-12.2736
0.3	-0.152	-12.2736
0.3	0.151	-12.347
0.3	-0.151	-12.347
0.3	0.15	-12.3092
0.3	-0.15	-12.3092
0.3	0.149	-12.1594
0.3	-0.149	-12.1594
0.3	0.148	-11.8976
0.3	-0.148	-11.8976
0.3	0.147	-11.5245
0.3	-0.147	-11.5245
0.3	0.146	-11.0419
0.3	-0.146	-11.0419
0.3	0.145	-10.4525
0.3	-0.145	-10.4525
0.3	0.144	-9.75964
0.3	-0.144	-9.75964
0.3	0.143	-8.96779
0.3	-0.143	-8.96779
0.3	0.142	-8.08204
0.3	-0.142	-8.08204
0.3	0.141	-7.10834
0.3	-0.141	-7.10834
0.3	0.14	-6.05341
0.3	-0.14	-6.05341
0.3	0.139	-4.92463
0.3	-0.139	-4.92463
0.3	0.138	-3.73008
0.3	-0.138	-3.73008
0.3	0.137	-2.47841
0.3	-0.137	-2.47841
0.3	0.136	-1.17884
0.3	-0.136	-1.17884
0.3	0.135	0.158974
0.3	-0.135	0.158974
0.3	0.134	1.52494
0.3	-0.134	1.52494
0.3	0.133	2.90866
0.3	-0.133	2.90866
0.3	0.132	4.29947
0.3	-0.132	4.29947
0.3	0.131	5.68653
0.3	-0.131	5.68653
0.3	0.13	7.05891
0.3	-0.13	7.05891
0.3	0.129	8.40569
0.3	-0.129	8.40569
0.3	0.128	9.716
0.3	-0.128	9.716
0.3	0.127	10.9791
0.3	-0.127	10.9791
0.3	0.126	12.1846
0.3	-0.126	12.1846
0.3	0.125	13.3224
0.3	-0.125	13.3224
0.3	0.124	14.3826
0.3	-0.124	14.3826
0.3	0.123	15.3561
0.3	-0.123	15.3561
0.3	0.122	16.2341
0.3	-0.122	16.2341
0.3	0.121	17.0086
0.3	-0.121	17.0086
0.3	0.12	17.6722
0.3	-0.12	17.6722
0.3	0.119	18.2184
0.3	-0.119	18.2184
0.3	0.118	18.6412
0.3	-0.118	18.6412
0.3	0.117	18.9359
0.3	-0.117	18.9359
0.3	0.116	19.0983
0.3	-0.116	19.0983
0.3	0.115	19.1254
0.3	-0.115	19.1254
0.3	0.114	19.0151
0.3	-0.114	19.0151
0.3	0.113	18.7664
0.3	-0.113	18.7664
0.3	0.112	18.3793
0.3	-0.112	18.3793
0.3	0.111	17.8546
0.3	-0.111	17.8546
0.3	0.11	17.1945
0.3	-0.11	17.1945
0.3	0.109	16.402
0.3	-0.109	16.402
0.3	0.108	15.4812
0.3	-0.108	15.4812
0.3	0.107	14.4373
0.3	-0.107	14.4373
0.3	0.106	13.2762
0.3	-0.106	13.2762
0.3	0.105	12.005
0.3	-0.105	12.005
0.3	0.104	10.6317
0.3	-0.104	10.6317
0.3	0.103	9.16486
0.3	-0.103	9.16486
0.3	0.102	7.61413
0.3	-0.102	7.61413
0.3	0.101	5.98977
0.3	-0.101	5.98977
0.3	0.1	4.30268
0.3	-0.1	4.30268
0.3	0.099	2.56437
0.3	-0.099	2.56437
0.3	0.098	0.786864
0.3	-0.098	0.786864
0.3	0.097	-1.01742
0.3	-0.097	-1.01742
0.3	0.096	-2.83572
0.3	-0.096	-2.83572
0.3	0.095	-4.65501
0.3	-0.095	-4.65501
0.3	0.094	-6.46215
0.3	-0.094	-6.46215
0.3	0.093	-8.2439
0.3	-0.093	-8.2439
0.3	0.092	-9.98711
0.3	-0.092	-9.98711
0.3	0.091	-11.6787
0.3	-0.091	-11.6787
0.3	0.09	-13.3059
0.3	-0.09	-13.3059
0.3	0.089	-14.8562
0.3	-0.089	-14.8562
0.3	0.088	-16.3176
0.3	-0.088	-16.3176
0.3	0.087	-17.6784
0.3	-0.087	-17.6784
0.3	0.086	-18.9277
0.3	-0.086	-18.9277
0.3	0.085	-20.0554
0.3	-0.085	-20.0554
0.3	0.084	-21.0517
0.3	-0.084	-21.0517
0.3	0.083	-21.9081
0.3	-0.083	-21.9081
0.3	0.082	-22.6168
0.3	-0.082	-22.6168
0.3	0.081	-23.171
0.3	-0.081	-23.171
0.3	0.08	-23.5649
0.3	-0.08	-23.5649
0.3	0.079	-23.7938
0.3	-0.079	-23.7938
0.3	0.078	-23.8542
0.3	-0.078	-23.8542
0.3	0.077	-23.7437
0.3	-0.077	-23.7437
0.3	0.076	-23.4609
0.3	-0.076	-23.4609
0.3	0.075	-23.0059
0.3	-0.075	-23.0059
0.3	0.074	-22.3798
0.3	-0.074	-22.3798
0.3	0.073	-21.5851
0.3	-0.073	-21.5851
0.3	0.072	-20.6252
0.3	-0.072	-20.6252
0.3	0.071	-19.5051
0.3	-0.071	-19.5051
0.3	0.07	-18.2305
0.3	-0.07	-18.2305
0.3	0.069	-16.8087
0.3	-0.069	-16.8087
0.3	0.068	-15.2477
0.3	-0.068	-15.2477
0.3	0.067	-13.5568
0.3	-0.067	-13.5568
0.3	0.066	-11.7462
0.3	-0.066	-11.7462
0.3	0.065	-9.82697
0.3	-0.065	-9.82697
0.3	0.064	-7.81106
0.3	-0.064	-7.81106
0.3	0.063	-5.71123
0.3	-0.063	-5.71123
0.3	0.062	-3.54089
0.3	-0.062	-3.54089
0.3	0.061	-1.31408
0.3	-0.061	-1.31408
0.3	0.06	0.95468
0.3	-0.06	0.95468
0.3	0.059	3.25045
0.3	-0.059	3.25045
0.3	0.058	5.55798
0.3	-0.058	5.55798
0.3	0.057	7.86182
0.3	-0.057	7.86182
0.3	0.056	10.1464
0.3	-0.056	10.1464
0.3	0.055	12.3962
0.3	-0.055	12.3962
0.3	0.054	14.5958
0.3	-0.054	14.5958
0.3	0.053	16.73
0.3	-0.053	16.73
0.3	0.052	18.7839
0.3	-0.052	18.7839
0.3	0.051	20.7431
0.3	-0.051	20.7431
0.3	0.05	22.5936
0.3	-0.05	22.5936
0.3	0.049	24.3223
0.3	-0.049	24.3223
0.3	0.048	25.9165
0.3	-0.048	25.9165
0.3	0.047	27.3646
0.3	-0.047	27.3646
0.3	0.046	28.6558
0.3	-0.046	28.6558
0.3	0.045	29.7801
0.3	-0.045	29.7801
0.3	0.044	30.729
0.3	-0.044	30.729
0.3	0.043	31.4946
0.3	-0.043	31.4946
0.3	0.042	32.0706
0.3	-0.042	32.0706
0.3	0.041	32.4518
0.3	-0.041	32.4518
0.3	0.04	32.6341
0.3	-0.04	32.6341
0.3	0.039	32.6149
0.3	-0.039	32.6149
0.3	0.038	32.393
0.3	-0.038	32.393
0.3	0.037	31.9683
0.3	-0.037	31.9683
0.3	0.036	31.3423
0.3	-0.036	31.3423
0.3	0.035	30.5176
0.3	-0.035	30.5176
0.3	0.034	29.4983
0.3	-0.034	29.4983
0.3	0.033	28.2899
0.3	-0.033	28.2899
0.3	0.032	26.899
0.3	-0.032	26.899
0.3	0.031	25.3335
0.3	-0.031	25.3335
0.3	0.03	23.6025
0.3	-0.03	23.6025
0.3	0.029	21.7163
0.3	-0.029	21.7163
0.3	0.028	19.6861
0.3	-0.028	19.6861
0.3	0.027	17.5244
0.3	-0.027	17.5244
0.3	0.026	15.2444
0.3	-0.026	15.2444
0.3	0.025	12.8601
0.3	-0.025	12.8601
0.3	0.024	10.3864
0.3	-0.024	10.3864
0.3	0.023	7.83875
0.3	-0.023	7.83875
0.3	0.022	5.23314
0.3	-0.022	5.23314
0.3	0.021	2.58604
0.3	-0.021	2.58604
0.3	0.02	-0.0857717
0.3	-0.02	-0.0857717
0.3	0.019	-2.7653
0.3	-0.019	-2.7653
0.3	0.018	-5.43546
0.3	-0.018	-5.43546
0.3	0.017	-8.07915
0.3	-0.017	-8.07915
0.3	0.016	-10.6794
0.3	-0.016	-10.6794
0.3	0.015	-13.2195
0.3	-0.015	-13.2195
0.3	0.014	-15.6832
0.3	-0.014	-15.6832
0.3	0.013	-18.0544
0.3	-0.013	-18.0544
0.3	0.012	-20.3179
0.3	-0.012	-20.3179
0.3	0.011	-22.459
0.3	-0.011	-22.459
0.3	0.01	-24.4639
0.3	-0.01	-24.4639
0.3	0.009	-26.3194
0.3	-0.009	-26.3194
0.3	0.008	-28.0137
0.3	-0.008	-28.0137
0.3	0.007	-29.5356
0.3	-0.007	-29.5356
0.3	0.006	-30.8753
0.3	-0.006	-30.8753
0.3	0.005	-32.0239
0.3	-0.005	-32.0239
0.3	0.004	-32.9742
0.3	-0.004	-32.9742
0.3	0.003	-33.7197
0.3	-0.003	-33.7197
0.3	0.002	-34.2558
0.3	-0.002	-34.2558
0.3	0.001	-34.5788
0.3	-0.001	-34.5788
0.3	0	-34.6867
